1;"Pesel";"Nazwisko";"Imie";"Plec";;
57;"p07272500425";"Stankiewicz";"Hanna";"dziewczynka";5;1
58;"p07272602851";"Zurek";"Adam";"chlopiec";5;21
59;"p07280501276";"Reczmin";"Jakub";"chlopiec";5;10
60;"p07280506172";"Swierszcz";"Cyprian";"chlopiec";5;1
61;"p07280703494";"Wizniewski";"Antoni";"chlopiec";5;4
62;"p07281105387";"Perez";"Karolina";"dziewczynka";5;10
63;"p07281701842";"Adamiak";"Zofia";"dziewczynka";5;7
64;"p07281903466";"Zylinska";"Adelajda";"dziewczynka";5;21
65;"p07290500283";"Kulkowska";"Maja";"dziewczynka";5;6
66;"p07290905972";"Dzierzak";"Piotr";"chlopiec";5;30
67;"p07291401101";"Engel";"Urszula";"dziewczynka";5;30
68;"p07291712977";"Yuksek";"Adrian";"chlopiec";5;3
69;"p07292106104";"Zdrojewska";"Agata";"dziewczynka";5;21
70;"p07292106128";"Zgadzaj";"Agata";"dziewczynka";5;21
71;"p07292110552";"Zawisza";"Adrian";"chlopiec";5;3
72;"p07292500199";"Duszota";"Piotr";"chlopiec";5;30
73;"p07300602095";"Nowak";"Kacper";"chlopiec";5;18
74;"p07300607274";"Lyszcz";"Maciej";"chlopiec";5;12
75;"p07301503890";"Strack";"Filip";"chlopiec";5;15
76;"p07302001120";"Mazurkiewicz";"Lena";"dziewczynka";5;25
77;"p07302506472";"Potocki";"Jakub";"chlopiec";5;26
78;"p07302611255";"Furmaniak";"Pawel";"chlopiec";5;22
79;"p07310802014";"Strupiechowski";"Filip";"chlopiec";5;15
80;"p07311200583";"Reclaw";"Julia";"dziewczynka";5;19
81;"p07311500171";"Tomaszewski";"Bruno";"chlopiec";5;1
82;"p07311702900";"Szczepanska";"Emilia";"dziewczynka";5;1
83;"p07312110311";"Spychala";"Filip";"chlopiec";5;15
84;"p07312208337";"Szczucki";"Dominik";"chlopiec";5;1
85;"p07313000228";"Marzec";"Lena";"dziewczynka";5;25
86;"p07320107998";"Rembiewski";"Jakub";"chlopiec";5;10
87;"p07321807378";"Geszczynski";"Patryk";"chlopiec";5;22
88;"p08210301685";"Wamka";"Anastazja";"dziewczynka";4;4
89;"p08210400360";"Bialkowska";"Monika";"dziewczynka";4;7
90;"p08210909876";"Kulakowski";"Marcjusz";"chlopiec";4;2
91;"p08211103019";"Przytula";"Jakub";"chlopiec";4;10
92;"p08211600646";"Bsk";"Arleta";"dziewczynka";4;7
93;"p08211802512";"Derek";"Stanislaw";"chlopiec";4;9
94;"p08211804187";"Felisiak";"Sofie";"dziewczynka";4;30
95;"p08211907033";"Lupa";"Maksymilian";"chlopiec";4;2
96;"p08212100626";"Wojciechowska";"Alicja";"dziewczynka";4;3
97;"p08212308598";"Pieterson";"Jan";"chlopiec";4;8
98;"p08212601691";"Hrywniak";"Olaf";"chlopiec";4;5
99;"p08213003270";"Ciosinski";"Jacek";"chlopiec";4;9
100;"p08213111483";"Helinska";"Nikola";"dziewczynka";4;5
101;"p08220206165";"Frankowska";"Roksana";"dziewczynka";4;30
102;"p08220306155";"Brydzinski";"Mariusz";"chlopiec";4;14
103;"p08220701103";"Mrozik";"Lena";"dziewczynka";4;8
104;"p08221401866";"Klein";"Michalina";"dziewczynka";4;2
105;"p08222200273";"Strehlke";"Filip";"chlopiec";4;15
106;"p08222404943";"Ciesielska";"Wiktoria";"dziewczynka";4;9
107;"p08222506775";"Wydrzynski";"Adrian";"chlopiec";4;3
108;"p08222703158";"Beniuszys";"Mikolaj";"chlopiec";4;7
109;"p08222709093";"Witkowski";"Andrea";"chlopiec";4;3
110;"p08230105212";"Dsbrowski";"Stanislaw";"chlopiec";4;9
111;"p08231710600";"Procinska";"Julianna";"dziewczynka";4;19
112;"p08231802439";"Radziszewski";"Jakub";"chlopiec";4;10
113;"p08232003082";"Kolodziejczyk";"Marta";"dziewczynka";4;2
114;"p08232602250";"Radomski";"Jakub";"chlopiec";4;10
115;"p08232712724";"Lange";"Maja";"dziewczynka";4;6
116;"p08232803736";"Kornatowski";"Mateusz";"chlopiec";4;17
117;"p08232902855";"Pistek";"Jan";"chlopiec";4;8
118;"p08233000323";"Bialkowska";"Kamila";"dziewczynka";4;7
119;"p08240201162";"Jurczyk";"Nadia";"dziewczynka";4;17
120;"p08240703190";"Cieslik";"Stanislaw";"chlopiec";4;9
121;"p08240711627";"Trzebiatowska";"Anna";"dziewczynka";4;4
122;"p08241106145";"Kluziak";"Matylda";"dziewczynka";4;2
123;"p08241110432";"Mierzejewski";"Kornel";"chlopiec";4;6
124;"p08241302718";"Szreder";"Dawid";"chlopiec";4;1
125;"p08241402975";"Rybinski";"Igor";"chlopiec";4;19
126;"p08241706154";"Burza";"Stanislaw";"chlopiec";4;28
127;"p08242008095";"Wojcik";"Aleks";"chlopiec";4;3
128;"p08242213417";"Pawelec";"Jan";"chlopiec";4;25
129;"p08242501475";"Micun";"Krzysztof";"chlopiec";4;6
130;"p08242809191";"Jablonski";"Nikodem";"chlopiec";4;5
131;"p08242902085";"Kwidczynska";"Maja";"dziewczynka";4;6
132;"p08242912835";"Leoniuk";"Marcel";"chlopiec";4;2
133;"p08250506107";"Tomaszewska";"Anna";"dziewczynka";4;4
134;"p08250606999";"Kurasik";"Marcin";"chlopiec";4;2
135;"p08251102241";"Grzsdzielska";"Nina";"dziewczynka";4;5
136;"p08251305958";"Krynicki";"Mateusz";"chlopiec";4;13
137;"p08251603261";"Miszkin";"Lena";"dziewczynka";4;8
138;"p08251906388";"Wilk";"Amelia";"dziewczynka";4;4
139;"p08252202698";"Gibas";"Patryk";"chlopiec";4;22
140;"p08252508381";"Nowakowska";"Kornelia";"dziewczynka";4;8
141;"p08252910124";"Broszkow";"Zofia";"dziewczynka";4;28
142;"p08260302636";"Jama";"Nikodem";"chlopiec";4;5
143;"p08260401830";"Chojnacki";"Jacek";"chlopiec";4;9
144;"p08260804107";"Klebba";"Michalina";"dziewczynka";4;2
145;"p08261009495";"Tomczyk";"Bruno";"chlopiec";4;1
146;"p08261204258";"Wojciechowski";"Aleksander";"chlopiec";4;3
147;"p08261403695";"Glac";"Patryk";"chlopiec";4;23
148;"p08261601819";"Lewita";"Maksymilian";"chlopiec";4;2
149;"p08261803983";"Kurowska";"Maja";"dziewczynka";4;6
150;"p08261804557";"Lutczyk";"Maciej";"chlopiec";4;2
151;"p08261804595";"Laskowski";"Maciej";"chlopiec";4;2
152;"p08262303864";"Adamczyk";"Zuzanna";"dziewczynka";4;7
153;"p08262307035";"Wolski";"Aleksander";"chlopiec";4;3
154;"p08262311957";"Dsbrowa";"Szymon";"chlopiec";4;9
155;"p08262401142";"Jackowska";"Natasza";"dziewczynka";4;16
156;"p08262504845";"Korenkiewicz";"Marika";"dziewczynka";4;2
157;"p08270104291";"Iwanowski";"Olaf";"chlopiec";4;5
158;"p08270412255";"Arendt";"Wojciech";"chlopiec";4;7
159;"p08270803725";"Tarkowska";"Antonina";"dziewczynka";4;27
160;"p08271207849";"Murczynska";"Laura";"dziewczynka";4;8
161;"p08271403061";"Kado";"Monika";"dziewczynka";4;17
162;"p08272207404";"Wieczerzak";"Amelia";"dziewczynka";4;4
163;"p08272207572";"Jakudczyk";"Nikodem";"chlopiec";4;5
164;"p08272312577";"Gryniewicz";"Oliwier";"chlopiec";4;23
165;"p08272703658";"Kaliszuk";"Mikolaj";"chlopiec";4;16
166;"p08272807246";"Majtas";"Lucja";"dziewczynka";4;18
167;"p08272903041";"Grzesiak";"Nina";"dziewczynka";4;5
168;"p08272911356";"Freda";"Piotr";"chlopiec";4;30
169;"p08280203076";"Janczynski";"Nikodem";"chlopiec";4;5
170;"p08280707488";"Kossakowska";"Marika";"dziewczynka";4;2
171;"p08281204694";"Korda";"Mateusz";"chlopiec";4;17
172;"p08281403420";"Klukowska";"Matylda";"dziewczynka";4;2
173;"p08281807682";"Araucz";"Zuzanna";"dziewczynka";4;7
174;"p08281903982";"Kuban";"Maja";"dziewczynka";4;6
175;"p08282001818";"Rutkowski";"Igor";"chlopiec";4;19
176;"p08282003575";"MazNiewski";"Krzysztof";"chlopiec";4;6
177;"p08282108997";"Pawlak";"Jan";"chlopiec";4;8
178;"p08282712460";"Zasowska";"Agnieszka";"dziewczynka";4;3
179;"p08291104230";"Korkosz";"Mateusz";"chlopiec";4;17
180;"p08291402192";"Olczak";"Kacper";"chlopiec";4;18
181;"p08291402215";"Kaminski";"Mikolaj";"chlopiec";4;16
182;"p08291801342";"Wlodarczyk";"Alicja";"dziewczynka";4;3
183;"p08292314397";"Grubba";"Oskar";"chlopiec";4;23
184;"p08292412637";"Ligman";"Maksymilian";"chlopiec";4;2
185;"p08292507414";"Filbrandt";"Piotr";"chlopiec";4;30
186;"p08292507452";"Formela";"Piotr";"chlopiec";4;30
187;"p08292514056";"D¾browski";"Szymon";"chlopiec";4;9
188;"p08292600995";"Rowinski";"Jacek";"chlopiec";4;10
189;"p08292701702";"Szymanska";"Ariuna";"dziewczynka";4;27
190;"p08292800524";"Gozdalik";"Oliwia";"dziewczynka";4;5
191;"p08300104334";"Pinker";"Jan";"chlopiec";4;8
192;"p08300502415";"Jaglowski";"Nikodem";"chlopiec";4;5
193;"p08300705627";"Kossakowska";"Marika";"dziewczynka";4;2
194;"p08301300067";"Wendt";"Amelia";"dziewczynka";4;4
195;"p08301402608";"Obarowska";"Kornelia";"dziewczynka";4;8
196;"p08301702005";"Baranowska";"Zuzanna";"dziewczynka";4;7
197;"p08302500640";"Bonislawska";"Monika";"dziewczynka";4;14
198;"p08302709032";"JozWiak";"Mikolaj";"chlopiec";4;16
199;"p08303111102";"Wejner";"Amelia";"dziewczynka";4;4
200;"p08310202460";"Wojcicka";"Alicja";"dziewczynka";4;3
201;"p08310400776";"Koprowski";"Maurycy";"chlopiec";4;17
202;"p08310501576";"Cicherski";"Szymon";"chlopiec";4;9
203;"p08310501583";"Olitkowska";"Klaudia";"dziewczynka";4;26
204;"p08310501637";"Majewski";"Maciej";"chlopiec";4;12
205;"p08310711054";"Podbereski";"Jakub";"chlopiec";4;26
206;"p08311008492";"Wojcik";"Alan";"chlopiec";4;3
207;"p08311107443";"Nowak";"Latika";"dziewczynka";4;8
208;"p08311206692";"Piotrowski";"Jacek";"chlopiec";4;8
209;"p08311506181";"Bialek";"Zuzanna";"dziewczynka";4;7
210;"p08311606225";"Galla";"Paulina";"dziewczynka";4;22
211;"p08311907241";"Glasmann";"Paula";"dziewczynka";4;22
212;"p08312007919";"Aniol";"Wojciech";"chlopiec";4;7
213;"p08312405724";"Cuper";"Olga";"dziewczynka";4;9
214;"p08312405830";"Becla";"Aleksander";"chlopiec";4;7
215;"p08312605179";"Grodzki";"Oskar";"chlopiec";4;23
216;"p08312801124";"Ulwan-Olfans";"Anna";"dziewczynka";4;4
217;"p08320100899";"Goszczynski";"Patryk";"chlopiec";4;23
218;"p08320301627";"Bigos";"Zosia";"dziewczynka";4;14
219;"p08320411573";"Waclawski";"Bartosz";"chlopiec";4;4
220;"p08321100430";"Wludyka";"Alexander";"chlopiec";4;3
221;"p08321103754";"Wizniewski";"Andrzej";"chlopiec";4;4
222;"p08321109460";"Florek";"Sandra";"dziewczynka";4;30
223;"p08321202705";"Korbus";"Marta";"dziewczynka";4;2
224;"p08321501774";"Piechalski";"Jan";"chlopiec";4;8
225;"p08321501798";"Potocki";"Mariusz";"chlopiec";4;26
226;"p08321508733";"Korda";"Mateusz";"chlopiec";4;17
227;"p08321606950";"Depczynski";"Stanislaw";"chlopiec";4;9
228;"p08321706346";"Erbel";"Urszula";"dziewczynka";4;30
229;"p08321803937";"Kutnik";"Marcin";"chlopiec";4;2
230;"p08321903095";"Dabrowski";"Szymon";"chlopiec";4;9
231;"p08322001464";"Ciupa";"Wiktoria";"dziewczynka";4;9
232;"p08322201772";"Michalak";"Krzysztof";"chlopiec";4;6
233;"p08322303078";"Mieczkowski";"Krystian";"chlopiec";4;6
234;"p08322802348";"Jaglowska";"Natalia";"dziewczynka";4;16
235;"p08322806465";"Czechowska";"Wiktoria";"dziewczynka";4;29
236;"p08323009317";"Domanski";"Sebastian";"chlopiec";4;29
237;"p08323101408";"Kotowska";"Marianna";"dziewczynka";4;2
238;"p09210102757";"Nieradko";"Kajetan";"chlopiec";3;18
239;"p09210111032";"Mendrek";"Krzysztof";"chlopiec";3;6
240;"p09210200851";"Trawicki";"Borys";"chlopiec";3;27
241;"p09210205672";"Sobon";"Filip";"chlopiec";3;15
242;"p09210205924";"Cejnog";"Kamila";"dziewczynka";3;28
243;"p09210301460";"Jazkowiec";"Nadia";"dziewczynka";3;17
244;"p09210406097";"Jarosiewicz";"Milosz";"chlopiec";3;16
245;"p09210409205";"Kmiecik";"Martyna";"dziewczynka";3;2
246;"p09210501167";"Kilanowska";"Michalina";"dziewczynka";3;13
247;"p09210503817";"Markowiak";"Leon";"chlopiec";3;12
248;"p09210503831";"Sikora";"Hubert";"chlopiec";3;11
249;"p09210507040";"Szczuplinska";"Emilia";"dziewczynka";3;1
250;"p09210507477";"Szubarczyk";"Dawid";"chlopiec";3;1
251;"p09210607412";"Krefta";"Mateusz";"chlopiec";3;13
252;"p09210607436";"Malinowski";"Lukasz";"chlopiec";3;12
253;"p09210705127";"Czerlonek";"Weronika";"dziewczynka";3;29
254;"p09210706548";"Szostakowska";"Dominika";"dziewczynka";3;27
255;"p09210706999";"Kaleta";"Mikolaj";"chlopiec";3;16
256;"p09210804949";"Kocur";"Martyna";"dziewczynka";3;2
257;"p09210904274";"Wit";"Andrzej";"chlopiec";3;3
258;"p09210908216";"Rybienik";"Igor";"chlopiec";3;19
259;"p09211003583";"Puzlecka";"Julia";"dziewczynka";3;19
260;"p09211005936";"Juralewicz";"Mikolaj";"chlopiec";3;16
261;"p09211005974";"Piwowarek";"Jan";"chlopiec";3;26
262;"p09211010019";"Jurczak";"Mikolaj";"chlopiec";3;16
263;"p09211104925";"Ogrodowczyk";"Konstancja";"dziewczynka";3;8
264;"p09211212916";"Strojek";"Filip";"chlopiec";3;15
265;"p09211302729";"Zaremba";"Aleksandra";"dziewczynka";3;3
266;"p09211305227";"Gorska";"Oliwia";"dziewczynka";3;5
267;"p09211402009";"Garus - Kwidzinska";"Paulina";"dziewczynka";3;22
268;"p09211404100";"Siemistkowska";"Jagoda";"dziewczynka";3;15
269;"p09211411278";"Ulewicz";"Bartosz";"chlopiec";3;4
270;"p09211412248";"Tokarska";"Antonia";"dziewczynka";3;4
271;"p09211502310";"Krupa";"Mateusz";"chlopiec";3;13
272;"p09211503908";"Swirk";"Antonina";"dziewczynka";3;27
273;"p09211601354";"Kizielewicz";"Michal";"chlopiec";3;17
274;"p09211601385";"Kecler";"Milena";"dziewczynka";3;13
275;"p09211601408";"Zochowska";"Adriana";"dziewczynka";3;21
276;"p09211700664";"Kozlowska";"Malgorzata";"dziewczynka";3;12
277;"p09211700701";"Lewandowska";"Maja";"dziewczynka";3;20
278;"p09211700855";"Gorlikowski";"Patrick";"chlopiec";3;23
279;"p09211702024";"Kowalska";"Maria";"dziewczynka";3;12
280;"p09211801440";"Katende";"Milena";"dziewczynka";3;13
281;"p09211801464";"Tokarz";"Anna";"dziewczynka";3;4
282;"p09211803947";"Radosz";"Julia";"dziewczynka";3;19
283;"p09211902011";"Komorowska";"Michal";"chlopiec";3;17
284;"p09211906282";"Zakrzewska";"Olga";"dziewczynka";3;3
285;"p09211906305";"Zakrzewska";"Ewa";"dziewczynka";3;3
286;"p09211908451";"Rohde";"Jakub";"chlopiec";3;10
287;"p09211909674";"Smoliniec";"Franciszek";"chlopiec";3;11
288;"p09212001092";"Paluchowski";"Julian";"chlopiec";3;25
289;"p09212010438";"Bialaszewski";"Wiktor";"chlopiec";3;14
290;"p09212010476";"Bielawski";"Tymoteusz";"chlopiec";3;14
291;"p09212200408";"Pawlun";"Karolina";"dziewczynka";3;10
292;"p09212212793";"Zielinski";"Mariusz";"chlopiec";3;21
293;"p09212300184";"Majchrzak";"Lucja";"dziewczynka";3;18
294;"p09212509149";"Koczakowska";"Marta";"dziewczynka";3;2
295;"p09212601230";"Brzozowski";"Wojciech";"chlopiec";3;28
296;"p09212610942";"Jakubczyk";"Natalia";"dziewczynka";3;16
297;"p09212700984";"Krol";"Malgorzata";"dziewczynka";3;6
298;"p09212702993";"Bialy";"Viktor";"chlopiec";3;14
299;"p09212703017";"Drozd";"Radoslaw";"chlopiec";3;29
300;"p09212704926";"Srokowska";"Helena";"dziewczynka";3;1
301;"p09212704964";"Srokowska";"Iga";"dziewczynka";3;1
302;"p09212708616";"Cejman";"Szymon";"chlopiec";3;28
303;"p09213007141";"Stambuldzys";"Helena";"dziewczynka";3;1
304;"p09213101777";"Adryan";"Xawery";"chlopiec";3;7
305;"p09213104572";"Kwidzinski";"Marceli";"chlopiec";3;2
306;"p09220204047";"Ostrowska";"Kelly";"dziewczynka";3;10
307;"p09220204214";"Karmasz";"Michal";"chlopiec";3;24
308;"p09220305687";"Smiecinska";"Antonina";"dziewczynka";3;27
309;"p09220307788";"Czecholinska";"Wiktoria";"dziewczynka";3;29
310;"p09220403590";"Podra¿ka";"Jakub";"chlopiec";3;26
311;"p09220404607";"Kmita";"Martyna";"dziewczynka";3;2
312;"p09220404645";"Gachewicz";"Pola";"dziewczynka";3;22
313;"p09220405653";"Pilewski";"Jan";"chlopiec";3;8
314;"p09220504024";"Lewandowska";"Ewa";"dziewczynka";3;20
315;"p09220504048";"Paliniewicz";"Katarzyna";"dziewczynka";3;10
316;"p09220704127";"Lubinska";"Magdalena";"dziewczynka";3;20
317;"p09220704233";"Konstanski";"Michal";"chlopiec";3;17
318;"p09220803758";"Hrywniak";"Olaf";"chlopiec";3;5
319;"p09221003294";"Warda";"Bartlomiej";"chlopiec";3;4
320;"p09221102412";"D¾browski";"Stefan";"chlopiec";3;9
321;"p09221103062";"Mrozek";"Lena";"dziewczynka";3;8
322;"p09221200547";"Drapinska";"Weronika";"dziewczynka";3;29
323;"p09221202204";"Dawidowska";"Weronika";"dziewczynka";3;29
324;"p09221203410";"Lesiak";"Maksymilian";"chlopiec";3;2
325;"p09221205443";"Szarmach";"Ewa";"dziewczynka";3;1
326;"p09221205481";"Burghard";"Zofia";"dziewczynka";3;28
327;"p09221205504";"Michalska";"Lena";"dziewczynka";3;25
328;"p09221205528";"Mezynska";"Lena";"dziewczynka";3;25
329;"p09221301682";"Kaminska";"Monika";"dziewczynka";3;13
330;"p09221302980";"Edel";"Vanessa";"dziewczynka";3;30
331;"p09221304623";"Gadomska";"Pola";"dziewczynka";3;22
332;"p09221309963";"Bieniasz-Krzywiec";"Zuzanna";"dziewczynka";3;14
333;"p09221400930";"Kozlowski";"Mateusz";"chlopiec";3;13
334;"p09221400954";"Karewicz";"Michal";"chlopiec";3;24
335;"p09221401955";"Hinca";"Olaf";"chlopiec";3;5
336;"p09221402888";"Mielcarz";"Lena";"dziewczynka";3;25
337;"p09221408679";"Zebrowski";"Adam";"chlopiec";3;21
338;"p09221601003";"Janik";"Natalia";"dziewczynka";3;24
339;"p09221602653";"Radziun";"Jakub";"chlopiec";3;10
340;"p09221608888";"Stawirej";"Hanna";"dziewczynka";3;1
341;"p09221702025";"Brankiewicz";"Anna";"dziewczynka";3;28
342;"p09221711690";"Wojniusz";"Aleksander";"chlopiec";3;3
343;"p09221800334";"Borowiec";"Tymon";"chlopiec";3;14
344;"p09221804109";"Kuszner";"Maja";"dziewczynka";3;6
345;"p09221900751";"Pawlowski";"Jan";"chlopiec";3;8
346;"p09221900836";"Boleski";"Tymon";"chlopiec";3;14
347;"p09222007907";"GniezDzinska";"Patrycja";"dziewczynka";3;23
348;"p09222302286";"Gazarkiewicz";"Paulina";"dziewczynka";3;22
349;"p09222302675";"Gawinkowski";"Pawel";"chlopiec";3;22
350;"p09222305449";"Lendzion";"Maja";"dziewczynka";3;20
351;"p09222405903";"Skrzek";"Izabela";"dziewczynka";3;15
352;"p09222412170";"Reda";"Jakub";"chlopiec";3;10
353;"p09222504688";"Krolikowska";"Malgorzata";"dziewczynka";3;6
354;"p09222506154";"Szydlowski";"Daniel";"chlopiec";3;1
355;"p09222600285";"Sawicka";"Julia";"dziewczynka";3;15
356;"p09222605044";"Jakubiak";"Natalia";"dziewczynka";3;16
357;"p09222605372";"Maciejewski";"Maciej";"chlopiec";3;12
358;"p09222700459";"Kachniarz";"Mikolaj";"chlopiec";3;16
359;"p09222703223";"Pluzinska";"Kaja";"dziewczynka";3;19
360;"p09222707869";"Domachowska-Brzezinska";"Weronika";"dziewczynka";3;29
361;"p09222801631";"Skrodzki";"Gabriel";"chlopiec";3;11
362;"p09222801655";"Skoropinski";"Gabriel";"chlopiec";3;11
363;"p09222804801";"Zak";"Agata";"dziewczynka";3;21
364;"p09222807842";"Hildebrandt";"Nikola";"dziewczynka";3;5
365;"p09230101413";"Papciak";"Jaroslaw";"chlopiec";3;25
366;"p09230102452";"Malanowski";"Lukasz";"chlopiec";3;12
367;"p09230106807";"Osojca";"Kinga";"dziewczynka";3;26
368;"p09230202541";"Szulfer";"Daria";"dziewczynka";3;27
369;"p09230300843";"Konieczka";"Marta";"dziewczynka";3;2
370;"p09230300867";"Komasinska";"Marta";"dziewczynka";3;2
371;"p09230305527";"Gajdecka";"Paulina";"dziewczynka";3;22
372;"p09230305589";"Galikowska";"Paulina";"dziewczynka";3;22
373;"p09230404899";"Piotrowski";"Jan";"chlopiec";3;8
374;"p09230503635";"Przestrzelski";"Jakub";"chlopiec";3;10
375;"p09230508180";"Schmidtke";"Joanna";"dziewczynka";3;15
376;"p09230508203";"Romanowska";"Julia";"dziewczynka";3;11
377;"p09230608989";"Smoliniec";"Iwa";"dziewczynka";3;15
378;"p09230609959";"Kukulski";"Mateusz";"chlopiec";3;2
379;"p09230701361";"Wakuluk";"Angelika";"dziewczynka";3;4
380;"p09230701408";"Wabiszewska";"Aniela";"dziewczynka";3;4
381;"p09230705013";"Bialowss";"Wiktor";"chlopiec";3;14
382;"p09230706595";"Laskowski";"Jacek";"chlopiec";3;2
383;"p09230801443";"Gondek";"Oliwia";"dziewczynka";3;23
384;"p09230806035";"Gorski";"Oskar";"chlopiec";3;23
385;"p09230807197";"Szlage";"Dominik";"chlopiec";3;1
386;"p09230906766";"Stiewa";"Gabriela";"dziewczynka";3;1
387;"p09231006809";"Janiszewska";"Natalia";"dziewczynka";3;24
388;"p09231103698";"Orlowski";"Kacper";"chlopiec";3;25
389;"p09231108198";"Kulik";"Marek";"chlopiec";3;2
390;"p09231202847";"Szymaniak";"Bianka";"dziewczynka";3;27
391;"p09231205413";"Soja";"Filip";"chlopiec";3;15
392;"p09231301690";"Macholla";"Maciej";"chlopiec";3;12
393;"p09231304426";"Duchcik";"Victoria";"dziewczynka";3;30
394;"p09231402742";"Subocz";"Emma";"dziewczynka";3;1
395;"p09231403217";"Matusiewicz";"Ksawery";"chlopiec";3;6
396;"p09231406258";"Czapkowski";"Jaroslaw";"chlopiec";3;9
397;"p09231504062";"Cudzilo";"Urszula";"dziewczynka";3;9
398;"p09231505452";"Frost";"Piotr";"chlopiec";3;30
399;"p09231505490";"Tylec";"Bartosz";"chlopiec";3;4
400;"p09231604328";"Niewierowska";"Laura";"dziewczynka";3;8
401;"p09231704097";"Bankowski";"Wojciech";"chlopiec";3;7
402;"p09231801268";"Stopinska";"Gabriela";"dziewczynka";3;1
403;"p09231803291";"Odya";"Kacper";"chlopiec";3;18
404;"p09231904695";"Jaroszek";"Milosz";"chlopiec";3;16
405;"p09232000598";"Deszcz";"Simon";"chlopiec";3;29
406;"p09232004257";"Bujalski";"Tobiasz";"chlopiec";3;28
407;"p09232400275";"Kowalina";"Mateusz";"chlopiec";3;13
408;"p09232401429";"Broner";"Maria";"dziewczynka";3;28
409;"p09232504832";"Kozlowski";"Mateusz";"chlopiec";3;13
410;"p09232700351";"Majsik";"Lukasz";"chlopiec";3;12
411;"p09232705417";"Borkowski";"Tomasz";"chlopiec";3;14
412;"p09232711492";"Gorecki";"Patryk";"chlopiec";3;23
